Date,Match Time,Team 1,Team 2,Team 1 Odds,Team 2 Odds
2024-09-28,4:05 PM EDT,PHI,WAS,-208,+175
2024-09-28,4:10 PM EDT,TB,BOS,+100,-120
2024-09-28,6:10 PM EDT,HOU,CLE,+105,-125
2024-09-28,7:15 PM EDT,BAL,MIN,+100,-120
2024-09-28,7:15 PM EDT,NYM,MIL,-115,-105
2024-09-28,7:20 PM EDT,KC,ATL,+215,-270
2024-09-28,8:10 PM EDT,SD,AZ,+185,-227
2024-09-28,8:10 PM EDT,LAD,COL,-250,+205
2024-09-28,9:38 PM EDT,TEX,LAA,-141,+118
2024-09-28,9:40 PM EDT,ATH,SEA,+122,-145
2024-09-29,3:05 PM EDT,STL,SF,+105,-125
2024-09-29,3:05 PM EDT,PIT,NYY,+140,-164
2024-09-29,3:05 PM EDT,TB,BOS,-110,-110
2024-09-29,3:05 PM EDT,PHI,WAS,-141,+118
2024-09-29,3:07 PM EDT,MIA,TOR,+100,-120
2024-09-29,3:07 PM EDT,TEX,LAA,-145,+122
2024-09-29,3:10 PM EDT,NYM,MIL,-145,+122
2024-09-29,3:10 PM EDT,BAL,MIN,+105,-125
2024-09-29,3:10 PM EDT,CHW,DET,+196,-238
2024-09-29,3:10 PM EDT,SD,AZ,+180,-222
2024-09-29,3:10 PM EDT,ATH,SEA,+158,-189
2024-09-29,3:10 PM EDT,LAD,COL,-161,+135
2024-09-29,3:20 PM EDT,CIN,CHC,-115,-105
2024-09-29,3:20 PM EDT,KC,ATL,+175,-208
2024-09-30,1:10 PM EDT,NYM,ATL,+122,-145
2024-09-30,4:50 PM EDT,NYM,ATL,+260,-333
2024-10-01,2:32 PM EDT,DET,HOU,+118,-141
2024-10-01,4:08 PM EDT,KC,BAL,+122,-145
2024-10-01,5:32 PM EDT,NYM,MIL,+122,-145
2024-10-01,8:38 PM EDT,ATL,SD,+162,-196
2024-10-02,2:32 PM EDT,DET,HOU,+152,-179
2024-10-02,4:38 PM EDT,KC,BAL,+126,-149
2024-10-02,7:38 PM EDT,NYM,MIL,+110,-130
2024-10-02,8:38 PM EDT,ATL,SD,-105,-115
2024-10-03,7:08 PM EDT,NYM,MIL,-105,-115
2024-10-05,1:08 PM EDT,DET,CLE,+118,-141
2024-10-05,4:08 PM EDT,NYM,PHI,+150,-179
2024-10-05,6:38 PM EDT,KC,NYY,+175,-208
2024-10-05,8:38 PM EDT,SD,LAD,+118,-141
2024-10-06,4:08 PM EDT,NYM,PHI,+122,-145
2024-10-06,8:03 PM EDT,SD,LAD,+130,-154
2024-10-07,4:08 PM EDT,DET,CLE,-130,+110
2024-10-07,7:38 PM EDT,KC,NYY,+130,-154
2024-10-08,5:08 PM EDT,PHI,NYM,-115,-105
2024-10-08,9:08 PM EDT,LAD,SD,+122,-145
2024-10-09,3:08 PM EDT,CLE,DET,-120,+100
2024-10-09,5:08 PM EDT,PHI,NYM,+105,-125
2024-10-09,7:08 PM EDT,NYY,KC,-120,+100
2024-10-09,9:08 PM EDT,LAD,SD,+118,-141
2024-10-10,6:08 PM EDT,CLE,DET,-125,+105
2024-10-10,8:08 PM EDT,NYY,KC,-154,+130
2024-10-11,8:08 PM EDT,SD,LAD,+122,-145
2024-10-12,1:08 PM EDT,DET,CLE,-115,-105
2024-10-13,8:15 PM EDT,NYM,LAD,+135,-161
2024-10-14,4:08 PM EDT,NYM,LAD,+135,-161
2024-10-14,7:38 PM EDT,CLE,NYY,+148,-175
2024-10-15,7:38 PM EDT,CLE,NYY,+143,-169
2024-10-16,8:08 PM EDT,LAD,NYM,-110,-110
2024-10-17,5:08 PM EDT,NYY,CLE,-115,-105
2024-10-17,8:08 PM EDT,LAD,NYM,-125,+105
2024-10-18,5:08 PM EDT,LAD,NYM,-130,+110
2024-10-18,8:08 PM EDT,NYY,CLE,-130,+110
2024-10-19,8:08 PM EDT,NYY,CLE,-141,+118
2024-10-20,8:08 PM EDT,NYM,LAD,+130,-154
2024-10-25,8:08 PM EDT,NYY,LAD,-105,-115
2024-10-26,8:08 PM EDT,NYY,LAD,+110,-130
2024-10-28,8:08 PM EDT,LAD,NYY,+130,-154
2024-10-29,8:08 PM EDT,LAD,NYY,+115,-135
2024-10-30,8:08 PM EDT,LAD,NYY,+130,-154
